string:9606.ENSP00000299402	string:9606.ENSP00000284981	APBB1	APP	-	-	-	-	-	taxid:9606	taxid:9606	-	-	-	score:0.999|escore:0.999|dscore:0.8|tscore:0.971
string:9615.ENSCAFP00000015958	string:9615.ENSCAFP00000001585	NCOA3	EP300	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.999|escore:0.954|dscore:0.963|tscore:0.629
string:10090.ENSMUSP00000079932	string:10090.ENSMUSP00000005406	Apbb1	App	-	-	-	-	-	taxid:10090	taxid:10090	-	-	-	score:0.999|ascore:0.104|escore:0.964|dscore:0.8|tscore:0.963
string:9615.ENSCAFP00000005151	string:9615.ENSCAFP00000001412	CUL1	SKP1	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.999|escore:0.957|dscore:0.963|tscore:0.975
string:9615.ENSCAFP00000019772	string:9615.ENSCAFP00000008270	NFKBIA	IKBKB	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.999|escore:0.957|dscore:0.954|tscore:0.914
string:9615.ENSCAFP00000028744	string:9615.ENSCAFP00000007386	IRAK1	MYD88	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.999|escore:0.896|dscore:0.955|tscore:0.938
string:9615.ENSCAFP00000015815	string:9615.ENSCAFP00000008270	NFKB1	IKBKB	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.999|escore:0.898|dscore:0.963|tscore:0.798
string:9615.ENSCAFP00000037130	string:9615.ENSCAFP00000007600	CXCL12	CXCR4	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.999|escore:0.902|dscore:0.963|tscore:0.869
string:10090.ENSMUSP00000058846	string:10090.ENSMUSP00000048363	Aph1a	Psen1	-	-	-	-	-	taxid:10090	taxid:10090	-	-	-	score:0.999|ascore:0.095|escore:0.806|dscore:0.894|tscore:0.992
string:9615.ENSCAFP00000014918	string:9615.ENSCAFP00000014093	NFKB2	CHUK	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.999|escore:0.919|dscore:0.954|tscore:0.839
string:10090.ENSMUSP00000048363	string:10090.ENSMUSP00000003550	Psen1	Ncstn	-	-	-	-	-	taxid:10090	taxid:10090	-	-	-	score:0.999|escore:0.994|dscore:0.954|tscore:0.992
string:4932.YMR284W	string:4932.YMR106C	YKU70	YKU80	-	-	-	-	-	taxid:4932	taxid:4932	-	-	-	score:0.999|ascore:0.226|escore:0.999|dscore:0.982|tscore:0.997
string:9615.ENSCAFP00000019772	string:9615.ENSCAFP00000014093	NFKBIA	CHUK	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.999|escore:0.957|dscore:0.954|tscore:0.917
string:9615.ENSCAFP00000024203	string:9615.ENSCAFP00000023939	MED1	MED24	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.999|escore:0.954|dscore:0.9|tscore:0.9
string:9615.ENSCAFP00000014093	string:9615.ENSCAFP00000008409	CHUK	NFKBIB	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.999|escore:0.893|dscore:0.948|tscore:0.873
string:10090.ENSMUSP00000048363	string:10090.ENSMUSP00000044682	Psen1	Psenen	-	-	-	-	-	taxid:10090	taxid:10090	-	-	-	score:0.999|escore:0.918|dscore:0.908|tscore:0.982
string:9615.ENSCAFP00000028407	string:9615.ENSCAFP00000007783	CREBBP	CTNNB1	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.999|escore:0.919|dscore:0.963|tscore:0.738
string:9606.ENSP00000355747	string:9606.ENSP00000222266	PSEN2	PSENEN	-	-	-	-	-	taxid:9606	taxid:9606	-	-	-	score:0.999|escore:0.916|dscore:0.9|tscore:0.975
string:9615.ENSCAFP00000016537	string:9615.ENSCAFP00000011322	PIK3CA	PIK3R1	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.999|escore:0.957|dscore:0.963|tscore:0.615
string:9615.ENSCAFP00000030108	string:9615.ENSCAFP00000007783	CDH1	CTNNB1	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.999|escore:0.957|dscore:0.926|tscore:0.877
string:9606.ENSP00000326366	string:9606.ENSP00000294785	PSEN1	NCSTN	-	-	-	-	-	taxid:9606	taxid:9606	-	-	-	score:0.999|escore:0.999|dscore:0.9|tscore:0.993
string:10090.ENSMUSP00000048363	string:10090.ENSMUSP00000005406	Psen1	App	-	-	-	-	-	taxid:10090	taxid:10090	-	-	-	score:0.999|escore:0.847|dscore:0.628|tscore:0.993
string:9615.ENSCAFP00000014526	string:9615.ENSCAFP00000001412	BTRC	SKP1	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.999|escore:0.957|dscore:0.954|tscore:0.766
string:9615.ENSCAFP00000019772	string:9615.ENSCAFP00000019655	NFKBIA	RELA	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.999|fscore:0.001|escore:0.957|dscore:0.963|tscore:0.948
string:9615.ENSCAFP00000028407	string:9615.ENSCAFP00000019655	CREBBP	RELA	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.999|escore:0.957|dscore:0.963|tscore:0.826
string:9615.ENSCAFP00000028998	string:9615.ENSCAFP00000014093	IKBKG	CHUK	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.999|escore:0.957|dscore:0.955|tscore:0.611
string:10090.ENSMUSP00000058846	string:10090.ENSMUSP00000044682	Aph1a	Psenen	-	-	-	-	-	taxid:10090	taxid:10090	-	-	-	score:0.999|ascore:0.103|escore:0.637|dscore:0.947|tscore:0.992
string:9913.ENSBTAP00000024745	string:9913.ENSBTAP00000017565	PSENEN	PSEN2	-	-	-	-	-	taxid:9913	taxid:9913	-	-	-	score:0.998|escore:0.711|dscore:0.95|tscore:0.871
string:9615.ENSCAFP00000010245	string:9615.ENSCAFP00000005248	CDK8	CCNC	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|escore:0.767|dscore:0.9|tscore:0.951
string:10090.ENSMUSP00000034934	string:10090.ENSMUSP00000003550	Aph1b	Ncstn	-	-	-	-	-	taxid:10090	taxid:10090	-	-	-	score:0.998|escore:0.687|dscore:0.954|tscore:0.923
string:9615.ENSCAFP00000019655	string:9615.ENSCAFP00000008409	RELA	NFKBIB	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|escore:0.949|dscore:0.954|tscore:0.542
string:9913.ENSBTAP00000040765	string:9913.ENSBTAP00000024745	PSEN1	PSENEN	-	-	-	-	-	taxid:9913	taxid:9913	-	-	-	score:0.998|escore:0.887|dscore:0.907|tscore:0.883
string:9615.ENSCAFP00000028407	string:9615.ENSCAFP00000011619	CREBBP	NCOA2	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|escore:0.9|dscore:0.954|tscore:0.668
string:9615.ENSCAFP00000020216	string:9615.ENSCAFP00000011229	CDC27	ANAPC10	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|escore:0.954|dscore:0.9|tscore:0.795
string:10090.ENSMUSP00000044682	string:10090.ENSMUSP00000010753	Psenen	Psen2	-	-	-	-	-	taxid:10090	taxid:10090	-	-	-	score:0.998|escore:0.763|dscore:0.946|tscore:0.881
string:9615.ENSCAFP00000015815	string:9615.ENSCAFP00000014093	NFKB1	CHUK	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|escore:0.636|dscore:0.963|tscore:0.899
string:9615.ENSCAFP00000018497	string:9615.ENSCAFP00000017334	NCSTN	APH1A	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|escore:0.746|dscore:0.949|tscore:0.878
string:9615.ENSCAFP00000031755	string:9615.ENSCAFP00000017334	PSEN1	APH1A	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|ascore:0.091|escore:0.643|dscore:0.898|tscore:0.949
string:9606.ENSP00000294785	string:9606.ENSP00000261879	NCSTN	APH1B	-	-	-	-	-	taxid:9606	taxid:9606	-	-	-	score:0.998|escore:0.808|dscore:0.9|tscore:0.923
string:9615.ENSCAFP00000015210	string:9615.ENSCAFP00000007832	MED10	MED8	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|escore:0.907|dscore:0.9|tscore:0.83
string:9615.ENSCAFP00000039072	string:9615.ENSCAFP00000018497	PSENEN	NCSTN	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|escore:0.786|dscore:0.954|tscore:0.878
string:9615.ENSCAFP00000007423	string:9615.ENSCAFP00000001585	PPARG	EP300	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|escore:0.937|dscore:0.963|tscore:0.258
string:9615.ENSCAFP00000024203	string:9615.ENSCAFP00000007423	MED1	PPARG	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|escore:0.954|dscore:0.963|tscore:0.282
string:9615.ENSCAFP00000024894	string:9615.ENSCAFP00000014297	NGFR	NGF	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|escore:0.632|dscore:0.963|tscore:0.871
string:9615.ENSCAFP00000014526	string:9615.ENSCAFP00000007783	BTRC	CTNNB1	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|escore:0.954|dscore:0.963|tscore:0.376
string:9615.ENSCAFP00000028407	string:9615.ENSCAFP00000015958	CREBBP	NCOA3	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|escore:0.954|dscore:0.963|tscore:0.441
string:9615.ENSCAFP00000019655	string:9615.ENSCAFP00000014093	RELA	CHUK	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|escore:0.923|dscore:0.963|tscore:0.673
string:9606.ENSP00000355747	string:9606.ENSP00000261879	PSEN2	APH1B	-	-	-	-	-	taxid:9606	taxid:9606	-	-	-	score:0.998|ascore:0.093|escore:0.821|dscore:0.9|tscore:0.892
string:9615.ENSCAFP00000028407	string:9615.ENSCAFP00000006049	CREBBP	NCOA1	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|escore:0.937|dscore:0.963|tscore:0.515
string:9615.ENSCAFP00000031277	string:9615.ENSCAFP00000007423	PPARGC1A	PPARG	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|escore:0.943|dscore:0.963|tscore:0.551
string:9615.ENSCAFP00000019655	string:9615.ENSCAFP00000015815	RELA	NFKB1	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|ascore:0.068|escore:0.957|dscore:0.963|tscore:0.174523
string:9615.ENSCAFP00000014389	string:9615.ENSCAFP00000011497	EDN1	EDNRA	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|escore:0.612|dscore:0.963|tscore:0.878
string:9615.ENSCAFP00000028744	string:9615.ENSCAFP00000010159	IRAK1	TRAF6	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|escore:0.758|dscore:0.953|tscore:0.913
string:9615.ENSCAFP00000023380	string:9615.ENSCAFP00000015210	MED11	MED10	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|ascore:0.279|escore:0.954|dscore:0.9|tscore:0.545
string:9615.ENSCAFP00000008409	string:9615.ENSCAFP00000008270	NFKBIB	IKBKB	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|escore:0.78|dscore:0.954|tscore:0.873
string:9606.ENSP00000326366	string:9606.ENSP00000261879	PSEN1	APH1B	-	-	-	-	-	taxid:9606	taxid:9606	-	-	-	score:0.998|ascore:0.093|escore:0.82|dscore:0.9|tscore:0.899
string:9615.ENSCAFP00000007423	string:9615.ENSCAFP00000006049	PPARG	NCOA1	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|escore:0.954|dscore:0.963|tscore:0.106
string:9615.ENSCAFP00000014093	string:9615.ENSCAFP00000008270	CHUK	IKBKB	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|escore:0.957|dscore:0.963|tscore:0.04695
string:9615.ENSCAFP00000019772	string:9615.ENSCAFP00000015815	NFKBIA	NFKB1	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|ascore:0.144|escore:0.957|dscore:0.963|tscore:0.208845
string:9615.ENSCAFP00000028998	string:9615.ENSCAFP00000008270	IKBKG	IKBKB	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|escore:0.957|dscore:0.955|tscore:0.479
string:10090.ENSMUSP00000010753	string:10090.ENSMUSP00000003550	Psen2	Ncstn	-	-	-	-	-	taxid:10090	taxid:10090	-	-	-	score:0.998|escore:0.763|dscore:0.946|tscore:0.871
string:9606.ENSP00000318585	string:9606.ENSP00000284981	BACE1	APP	-	-	-	-	-	taxid:9606	taxid:9606	-	-	-	score:0.998|escore:0.915|dscore:0.9|tscore:0.793
string:9615.ENSCAFP00000009585	string:9615.ENSCAFP00000007846	CCKBR	CCK	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|escore:0.89|dscore:0.9|tscore:0.878
string:9615.ENSCAFP00000033738	string:9615.ENSCAFP00000031395	TICAM1	TLR4	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|escore:0.957|dscore:0.929|tscore:0.515
string:9615.ENSCAFP00000028348	string:9615.ENSCAFP00000020216	FZR1	CDC27	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|ascore:0.067|escore:0.957|dscore:0.9|tscore:0.65
string:9615.ENSCAFP00000011229	string:9615.ENSCAFP00000009724	ANAPC10	CDC16	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|escore:0.954|dscore:0.9|tscore:0.782
string:9615.ENSCAFP00000039072	string:9615.ENSCAFP00000031755	PSENEN	PSEN1	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|escore:0.871|dscore:0.908|tscore:0.875
string:9615.ENSCAFP00000009724	string:9615.ENSCAFP00000001725	CDC16	CDC23	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|ascore:0.092|escore:0.954|dscore:0.9|tscore:0.72
string:9615.ENSCAFP00000031755	string:9615.ENSCAFP00000007783	PSEN1	CTNNB1	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.998|escore:0.957|dscore:0.908|tscore:0.749
string:9615.ENSCAFP00000012409	string:9615.ENSCAFP00000012213	ANAPC7	ANAPC5	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.954|dscore:0.9|tscore:0.54
string:9615.ENSCAFP00000021547	string:9615.ENSCAFP00000004516	CXCR1	IL8	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.646|dscore:0.954|tscore:0.872
string:9615.ENSCAFP00000024203	string:9615.ENSCAFP00000005248	MED1	CCNC	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.954|dscore:0.9|tscore:0.438
string:9615.ENSCAFP00000029095	string:9615.ENSCAFP00000024203	MED16	MED1	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.954|dscore:0.9|tscore:0.509
string:9615.ENSCAFP00000024193	string:9615.ENSCAFP00000009724	ANAPC4	CDC16	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.954|dscore:0.9|tscore:0.494
string:9615.ENSCAFP00000040497	string:9615.ENSCAFP00000008268	MED18	MED29	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.954|dscore:0.9|tscore:0.549
string:9615.ENSCAFP00000011619	string:9615.ENSCAFP00000001585	NCOA2	EP300	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.798|dscore:0.954|tscore:0.724
string:9615.ENSCAFP00000041961	string:9615.ENSCAFP00000002873	CCR7	CCL19	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.392|dscore:0.9|tscore:0.969
string:9615.ENSCAFP00000040497	string:9615.ENSCAFP00000015210	MED18	MED10	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|ascore:0.067|escore:0.954|dscore:0.9|tscore:0.531
string:9615.ENSCAFP00000011229	string:9615.ENSCAFP00000001725	ANAPC10	CDC23	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.954|dscore:0.9|tscore:0.512
string:9615.ENSCAFP00000039072	string:9615.ENSCAFP00000017334	PSENEN	APH1A	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|ascore:0.098|escore:0.633|dscore:0.949|tscore:0.878
string:9615.ENSCAFP00000012409	string:9615.ENSCAFP00000011229	ANAPC7	ANAPC10	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.954|dscore:0.9|tscore:0.508
string:9615.ENSCAFP00000024193	string:9615.ENSCAFP00000010558	ANAPC4	ANAPC1	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.954|dscore:0.9|tscore:0.51
string:9615.ENSCAFP00000032015	string:9615.ENSCAFP00000025254	CXCL10	CXCR3	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.632|dscore:0.954|tscore:0.875
string:9615.ENSCAFP00000024203	string:9615.ENSCAFP00000022008	MED1	MED15	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.954|dscore:0.9|tscore:0.423
string:9615.ENSCAFP00000023380	string:9615.ENSCAFP00000006253	MED11	MED17	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.886|dscore:0.9|tscore:0.809
string:9615.ENSCAFP00000012213	string:9615.ENSCAFP00000010558	ANAPC5	ANAPC1	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.954|dscore:0.9|tscore:0.411
string:9615.ENSCAFP00000028348	string:9615.ENSCAFP00000009724	FZR1	CDC16	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|ascore:0.069|escore:0.9|dscore:0.9|tscore:0.778
string:9615.ENSCAFP00000021542	string:9615.ENSCAFP00000004516	CXCR2	IL8	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.646|dscore:0.954|tscore:0.872
string:9615.ENSCAFP00000031804	string:9615.ENSCAFP00000005248	CDK19	CCNC	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.767|dscore:0.9|tscore:0.907
string:9615.ENSCAFP00000012409	string:9615.ENSCAFP00000009724	ANAPC7	CDC16	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.954|dscore:0.9|tscore:0.49
string:10116.ENSRNOP00000049605	string:10116.ENSRNOP00000008150	Psen2	Ncstn	-	-	-	-	-	taxid:10116	taxid:10116	-	-	-	score:0.997|escore:0.651|dscore:0.945|tscore:0.901
string:9615.ENSCAFP00000023632	string:9615.ENSCAFP00000018497	PSEN2	NCSTN	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.656|dscore:0.948|tscore:0.86
string:9615.ENSCAFP00000024203	string:9615.ENSCAFP00000020847	MED1	MED14	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|ascore:0.071|escore:0.954|dscore:0.9|tscore:0.577
string:9615.ENSCAFP00000031755	string:9615.ENSCAFP00000029073	PSEN1	NOTCH1	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.638|dscore:0.926|tscore:0.899
string:9615.ENSCAFP00000024203	string:9615.ENSCAFP00000000544	MED1	MED23	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.957|dscore:0.9|tscore:0.394
string:9615.ENSCAFP00000024203	string:9615.ENSCAFP00000006635	MED1	MED4	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.954|dscore:0.9|tscore:0.414
string:9615.ENSCAFP00000012409	string:9615.ENSCAFP00000010558	ANAPC7	ANAPC1	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.954|dscore:0.9|tscore:0.464
string:9615.ENSCAFP00000020216	string:9615.ENSCAFP00000012213	CDC27	ANAPC5	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.954|dscore:0.9|tscore:0.502
string:9615.ENSCAFP00000023939	string:9615.ENSCAFP00000020847	MED24	MED14	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.917|dscore:0.9|tscore:0.691
string:9615.ENSCAFP00000024522	string:9615.ENSCAFP00000015210	MED6	MED10	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.954|dscore:0.9|tscore:0.514
string:9615.ENSCAFP00000020216	string:9615.ENSCAFP00000010558	CDC27	ANAPC1	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|ascore:0.081|escore:0.954|dscore:0.9|tscore:0.507
string:9615.ENSCAFP00000012213	string:9615.ENSCAFP00000001725	ANAPC5	CDC23	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.954|dscore:0.9|tscore:0.506
string:9615.ENSCAFP00000024193	string:9615.ENSCAFP00000012409	ANAPC4	ANAPC7	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.954|dscore:0.9|tscore:0.51
string:9615.ENSCAFP00000031395	string:9615.ENSCAFP00000007386	TLR4	MYD88	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.957|dscore:0.926|tscore:0.362556
string:9615.ENSCAFP00000010558	string:9615.ENSCAFP00000009724	ANAPC1	CDC16	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.954|dscore:0.9|tscore:0.516
string:9615.ENSCAFP00000020216	string:9615.ENSCAFP00000009724	CDC27	CDC16	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|ascore:0.07|escore:0.954|dscore:0.9|tscore:0.372999
string:9615.ENSCAFP00000026124	string:9615.ENSCAFP00000024203	MED13	MED1	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.954|dscore:0.9|tscore:0.492
string:9615.ENSCAFP00000024193	string:9615.ENSCAFP00000011229	ANAPC4	ANAPC10	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.954|dscore:0.9|tscore:0.506
string:9615.ENSCAFP00000024203	string:9615.ENSCAFP00000006253	MED1	MED17	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.954|dscore:0.9|tscore:0.513
string:9615.ENSCAFP00000011229	string:9615.ENSCAFP00000010558	ANAPC10	ANAPC1	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.954|dscore:0.9|tscore:0.424
string:10090.ENSMUSP00000058846	string:10090.ENSMUSP00000010753	Aph1a	Psen2	-	-	-	-	-	taxid:10090	taxid:10090	-	-	-	score:0.997|ascore:0.095|escore:0.642|dscore:0.941|tscore:0.871
string:9615.ENSCAFP00000024193	string:9615.ENSCAFP00000012213	ANAPC4	ANAPC5	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|ascore:0.074|escore:0.954|dscore:0.9|tscore:0.546
string:9615.ENSCAFP00000024193	string:9615.ENSCAFP00000001725	ANAPC4	CDC23	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.954|dscore:0.9|tscore:0.503
string:9615.ENSCAFP00000010558	string:9615.ENSCAFP00000001725	ANAPC1	CDC23	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.954|dscore:0.9|tscore:0.57
string:9615.ENSCAFP00000024193	string:9615.ENSCAFP00000020216	ANAPC4	CDC27	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.954|dscore:0.9|tscore:0.498
string:9615.ENSCAFP00000040497	string:9615.ENSCAFP00000002348	MED18	MED20	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|ascore:0.07|escore:0.954|dscore:0.9|tscore:0.566
string:9615.ENSCAFP00000012213	string:9615.ENSCAFP00000009724	ANAPC5	CDC16	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.997|escore:0.954|dscore:0.9|tscore:0.498
string:9615.ENSCAFP00000040497	string:9615.ENSCAFP00000006635	MED18	MED4	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.996|ascore:0.067|escore:0.954|dscore:0.9|tscore:0.194
string:9615.ENSCAFP00000020847	string:9615.ENSCAFP00000015210	MED14	MED10	-	-	-	-	-	taxid:9615	taxid:9615	-	-	-	score:0.996|escore:0.875|dscore:0.9|tscore:0.715
